"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2012","Austria","Total","Total","Total","Asylum applicant","Person","17,450"
"2012","Poland","Total","Total","Total","Asylum applicant","Person","10,755"
"2012","Portugal","Total","Total","Total","Asylum applicant","Person","295"
"2012","Romania","Total","Total","Total","Asylum applicant","Person","2,510"
"2012","Slovenia","Total","Total","Total","Asylum applicant","Person","305"
"2012","Slovakia","Total","Total","Total","Asylum applicant","Person","730"
"2012","Finland","Total","Total","Total","Asylum applicant","Person","3,115"
"2012","Sweden","Total","Total","Total","Asylum applicant","Person","43,945"
"2012","United Kingdom","Total","Total","Total","Asylum applicant","Person","28,895"
"2012","Norway","Total","Total","Total","Asylum applicant","Person","9,785"
"2012","Switzerland","Total","Total","Total","Asylum applicant","Person","28,640"
"2013","Belgium","Total","Total","Total","Asylum applicant","Person","21,215"
"2013","Bulgaria","Total","Total","Total","Asylum applicant","Person","7,145"
"2013","Czech Republic","Total","Total","Total","Asylum applicant","Person","710"
"2013","Denmark","Total","Total","Total","Asylum applicant","Person","7,230"
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","126,995"
"2013","Estonia","Total","Total","Total","Asylum applicant","Person","95"
"2013","Ireland","Total","Total","Total","Asylum applicant","Person","945"
"2013","Greece","Total","Total","Total","Asylum applicant","Person","8,225"
"2013","Spain","Total","Total","Total","Asylum applicant","Person","4,495"
"2013","France","Total","Total","Total","Asylum applicant","Person","66,265"
"2013","Italy","Total","Total","Total","Asylum applicant","Person","26,620"
"2013","Cyprus","Total","Total","Total","Asylum applicant","Person","1,255"
"2013","Latvia","Total","Total","Total","Asylum applicant","Person","195"
"2013","Lithuania","Total","Total","Total","Asylum applicant","Person","400"
"2013","Luxembourg","Total","Total","Total","Asylum applicant","Person","1,070"
"2013","Hungary","Total","Total","Total","Asylum applicant","Person","18,900"
"2013","Malta","Total","Total","Total","Asylum applicant","Person","2,245"
"2013","Netherlands","Total","Total","Total","Asylum applicant","Person","13,095"
"2013","Austria","Total","Total","Total","Asylum applicant","Person","17,520"
"2013","Poland","Total","Total","Total","Asylum applicant","Person","15,245"
"2013","Portugal","Total","Total","Total","Asylum applicant","Person","505"
"2013","Romania","Total","Total","Total","Asylum applicant","Person","1,495"
"2013","Slovenia","Total","Total","Total","Asylum applicant","Person","270"
"2013","Slovakia","Total","Total","Total","Asylum applicant","Person","440"
"2013","Finland","Total","Total","Total","Asylum applicant","Person","3,220"
"2013","Sweden","Total","Total","Total","Asylum applicant","Person","54,365"
"2013","United Kingdom","Total","Total","Total","Asylum applicant","Person","30,820"
"2013","Norway","Total","Total","Total","Asylum applicant","Person","11,980"
"2013","Switzerland","Total","Total","Total","Asylum applicant","Person","21,460"
"2014","Belgium","Total","Total","Total","Asylum applicant","Person","22,850"
"2014","Bulgaria","Total","Total","Total","Asylum applicant","Person","11,080"
"2014","Czech Republic","Total","Total","Total","Asylum applicant","Person","1,155"
"2014","Denmark","Total","Total","Total","Asylum applicant","Person","14,715"
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","202,815"
"2014","Estonia","Total","Total","Total","Asylum applicant","Person","155"
"2014","Ireland","Total","Total","Total","Asylum applicant","Person","1,450"
"2014","Greece","Total","Total","Total","Asylum applicant","Person","9,435"
"2014","Spain","Total","Total","Total","Asylum applicant","Person","5,615"
"2014","France","Total","Total","Total","Asylum applicant","Person","64,310"
"2014","Italy","Total","Total","Total","Asylum applicant","Person","64,625"
"2014","Cyprus","Total","Total","Total","Asylum applicant","Person","1,745"
"2014","Latvia","Total","Total","Total","Asylum applicant","Person","375"
"2014","Lithuania","Total","Total","Total","Asylum applicant","Person","440"
"2014","Luxembourg","Total","Total","Total","Asylum applicant","Person","1,150"
"2014","Hungary","Total","Total","Total","Asylum applicant","Person","42,775"
"2014","Malta","Total","Total","Total","Asylum applicant","Person","1,350"
"2014","Netherlands","Total","Total","Total","Asylum applicant","Person","24,535"
"2014","Austria","Total","Total","Total","Asylum applicant","Person","28,065"
"2014","Poland","Total","Total","Total","Asylum applicant","Person","8,025"
"2014","Portugal","Total","Total","Total","Asylum applicant","Person","445"
"2014","Romania","Total","Total","Total","Asylum applicant","Person","1,545"
"2014","Slovenia","Total","Total","Total","Asylum applicant","Person","385"
"2014","Slovakia","Total","Total","Total","Asylum applicant","Person","330"
"2014","Finland","Total","Total","Total","Asylum applicant","Person","3,625"
"2014","Sweden","Total","Total","Total","Asylum applicant","Person","81,325"
"2014","United Kingdom","Total","Total","Total","Asylum applicant","Person","33,010"
"2014","Norway","Total","Total","Total","Asylum applicant","Person","11,480"
"2014","Switzerland","Total","Total","Total","Asylum applicant","Person","23,770"
"2015","Belgium","Total","Total","Total","Asylum applicant","Person","44,760"
"2015","Bulgaria","Total","Total","Total","Asylum applicant","Person","20,365"
"2015","Czech Republic","Total","Total","Total","Asylum applicant","Person","1,525"
"2015","Denmark","Total","Total","Total","Asylum applicant","Person","20,970"
"2015","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","476,620"
"2015","Estonia","Total","Total","Total","Asylum applicant","Person","230"
"2015","Ireland","Total","Total","Total","Asylum applicant","Person","3,275"
"2015","Greece","Total","Total","Total","Asylum applicant","Person","13,205"
"2015","Spain","Total","Total","Total","Asylum applicant","Person","14,785"
"2015","France","Total","Total","Total","Asylum applicant","Person","76,165"
"2015","Italy","Total","Total","Total","Asylum applicant","Person","83,540"
"2015","Cyprus","Total","Total","Total","Asylum applicant","Person","2,265"
"2015","Latvia","Total","Total","Total","Asylum applicant","Person","330"
"2015","Lithuania","Total","Total","Total","Asylum applicant","Person","315"
"2015","Luxembourg","Total","Total","Total","Asylum applicant","Person","2,505"
"2015","Hungary","Total","Total","Total","Asylum applicant","Person","177,135"
"2015","Malta","Total","Total","Total","Asylum applicant","Person","1,845"
"2015","Netherlands","Total","Total","Total","Asylum applicant","Person","44,970"
"2015","Austria","Total","Total","Total","Asylum applicant","Person","88,180"
"2015","Poland","Total","Total","Total","Asylum applicant","Person","12,190"
"2015","Portugal","Total","Total","Total","Asylum applicant","Person","895"
"2015","Romania","Total","Total","Total","Asylum applicant","Person","1,260"
"2015","Slovenia","Total","Total","Total","Asylum applicant","Person","275"
"2015","Slovakia","Total","Total","Total","Asylum applicant","Person","330"
"2015","Finland","Total","Total","Total","Asylum applicant","Person","32,345"
"2015","Sweden","Total","Total","Total","Asylum applicant","Person","162,550"
"2015","United Kingdom","Total","Total","Total","Asylum applicant","Person","40,410"
"2015","Norway","Total","Total","Total","Asylum applicant","Person","31,145"
"2015","Switzerland","Total","Total","Total","Asylum applicant","Person","39,515"
"2016","Belgium","Total","Total","Total","Asylum applicant","Person","18,325"
"2016","Bulgaria","Total","Total","Total","Asylum applicant","Person","19,420"
"2016","Czech Republic","Total","Total","Total","Asylum applicant","Person","1,480"
"2016","Denmark","Total","Total","Total","Asylum applicant","Person","6,195"
"2016","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","745,265"
"2016","Estonia","Total","Total","Total","Asylum applicant","Person","175"
"2016","Ireland","Total","Total","Total","Asylum applicant","Person","2,245"
"2016","Greece","Total","Total","Total","Asylum applicant","Person","51,110"
"2016","Spain","Total","Total","Total","Asylum applicant","Person","15,755"
"2016","France","Total","Total","Total","Asylum applicant","Person","84,270"
"2016","Italy","Total","Total","Total","Asylum applicant","Person","122,960"
"2016","Cyprus","Total","Total","Total","Asylum applicant","Person","2,940"
"2016","Latvia","Total","Total","Total","Asylum applicant","Person","350"
"2016","Lithuania","Total","Total","Total","Asylum applicant","Person","430"
"2016","Luxembourg","Total","Total","Total","Asylum applicant","Person","2,160"
"2016","Hungary","Total","Total","Total","Asylum applicant","Person","29,430"
"2016","Malta","Total","Total","Total","Asylum applicant","Person","1,930"
"2016","Netherlands","Total","Total","Total","Asylum applicant","Person","20,945"
"2016","Austria","Total","Total","Total","Asylum applicant","Person","42,285"
"2016","Poland","Total","Total","Total","Asylum applicant","Person","12,305"
"2016","Portugal","Total","Total","Total","Asylum applicant","Person","1,465"
"2016","Romania","Total","Total","Total","Asylum applicant","Person","1,880"
"2016","Slovenia","Total","Total","Total","Asylum applicant","Person","1,310"
"2016","Slovakia","Total","Total","Total","Asylum applicant","Person","145"
"2016","Finland","Total","Total","Total","Asylum applicant","Person","5,625"
"2016","Sweden","Total","Total","Total","Asylum applicant","Person","28,860"
"2016","United Kingdom","Total","Total","Total","Asylum applicant","Person","39,855"
"2016","Norway","Total","Total","Total","Asylum applicant","Person","3,520"
"2016","Switzerland","Total","Total","Total","Asylum applicant","Person","27,195"
